               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.050417,            0.051547,            0.012082,             0.32128,             0.23252,             0.16786,             0.05495,            0.082865,            0.033395,            0.028725,            0.002179,            0.002179,            0.002179
                 160,             0.05062,            0.050837,            0.012071,             0.33857,             0.21921,             0.18357,            0.059742,            0.083226,            0.032969,             0.02834,           0.0021295,           0.0021295,           0.0021295
                 161,            0.049834,             0.05006,            0.011999,             0.30611,             0.20435,             0.17931,            0.055413,            0.084826,            0.032924,            0.028926,             0.00208,             0.00208,             0.00208
                 162,            0.049024,            0.049975,            0.011762,             0.36697,              0.2063,             0.19013,            0.056347,            0.084954,            0.033169,            0.030359,           0.0020305,           0.0020305,           0.0020305
                 163,            0.048146,            0.048871,            0.011466,             0.32806,             0.17881,             0.17593,             0.06027,            0.084392,            0.032589,            0.030482,            0.001981,            0.001981,            0.001981
                 164,            0.048591,            0.049352,            0.011332,             0.25293,             0.18891,             0.14675,             0.04883,            0.084948,            0.032531,            0.030693,           0.0019315,           0.0019315,           0.0019315
                 165,            0.048677,            0.049165,            0.011627,             0.31078,             0.19179,             0.15875,            0.051889,            0.084986,            0.033446,            0.028651,            0.001882,            0.001882,            0.001882
                 166,            0.049965,            0.051684,            0.011876,             0.25669,              0.1857,             0.15643,            0.045529,               0.085,            0.032885,            0.030432,           0.0018325,           0.0018325,           0.0018325
                 167,            0.049104,             0.05051,            0.012029,             0.37632,             0.14164,             0.13792,             0.04406,            0.084959,            0.032447,            0.030579,            0.001783,            0.001783,            0.001783
                 168,            0.050252,            0.050013,            0.011981,             0.56568,             0.17207,             0.16832,            0.052371,            0.084308,            0.031667,            0.030446,           0.0017335,           0.0017335,           0.0017335
                 169,            0.047843,            0.047797,             0.01104,             0.41273,             0.19804,             0.17351,            0.057379,            0.084022,            0.031976,            0.030363,            0.001684,            0.001684,            0.001684
                 170,            0.049535,            0.049316,            0.011804,             0.44253,              0.1769,             0.18662,            0.054661,            0.083066,            0.032718,            0.030661,           0.0016345,           0.0016345,           0.0016345
                 171,            0.049251,            0.051332,            0.011313,             0.30079,             0.19425,             0.13838,            0.045019,             0.08405,             0.03373,            0.030125,            0.001585,            0.001585,            0.001585
                 172,            0.048001,            0.048248,            0.011044,             0.51034,             0.16647,             0.17227,            0.057577,            0.085189,            0.031944,             0.03143,           0.0015355,           0.0015355,           0.0015355
                 173,            0.047909,            0.048066,            0.011696,             0.44434,             0.19763,              0.1788,            0.066173,             0.08542,            0.031222,            0.031068,            0.001486,            0.001486,            0.001486
                 174,            0.050031,            0.050322,             0.01258,              0.4209,             0.18512,             0.18043,             0.06715,            0.085124,            0.031531,            0.031137,           0.0014365,           0.0014365,           0.0014365
                 175,             0.04811,            0.051482,            0.011186,              0.3572,             0.19046,             0.17342,            0.061308,            0.086064,             0.03108,            0.031796,            0.001387,            0.001387,            0.001387
                 176,            0.047853,            0.048209,            0.011121,             0.40009,             0.18036,             0.17287,            0.063147,            0.086052,            0.031622,            0.031485,           0.0013375,           0.0013375,           0.0013375
                 177,            0.048364,            0.050543,            0.011728,             0.54431,             0.17026,             0.20493,            0.066909,            0.084236,            0.032299,             0.03111,            0.001288,            0.001288,            0.001288
                 178,            0.049854,            0.048338,            0.012105,              0.3174,             0.21824,             0.19965,            0.064138,            0.083637,            0.032144,            0.030775,           0.0012385,           0.0012385,           0.0012385
                 179,            0.049092,            0.051742,            0.011774,             0.37102,             0.17787,             0.19479,             0.05906,            0.083996,            0.031822,            0.031544,            0.001189,            0.001189,            0.001189
                 180,            0.048535,            0.050065,             0.01177,             0.50436,             0.16016,             0.21274,            0.082796,            0.085576,            0.031093,            0.031508,           0.0011395,           0.0011395,           0.0011395
                 181,            0.047936,            0.048911,            0.011386,             0.45958,             0.20435,             0.20573,            0.078935,            0.084974,            0.031138,            0.032208,             0.00109,             0.00109,             0.00109
                 182,            0.047533,            0.048683,            0.011172,             0.47513,             0.20435,             0.19955,            0.066738,            0.084523,            0.031912,            0.032515,           0.0010405,           0.0010405,           0.0010405
                 183,            0.046664,            0.046772,            0.011078,             0.33566,             0.19425,             0.18729,            0.059459,            0.085292,            0.032544,            0.033595,            0.000991,            0.000991,            0.000991
                 184,            0.047504,            0.047408,            0.011379,             0.39752,             0.18851,             0.17782,            0.053253,            0.084644,            0.032357,            0.033742,           0.0009415,           0.0009415,           0.0009415
                 185,            0.048569,            0.049019,            0.011734,             0.51984,             0.17139,             0.19679,            0.063018,            0.083938,            0.032118,            0.032693,            0.000892,            0.000892,            0.000892
                 186,            0.048866,            0.047786,            0.011799,              0.4833,             0.19425,              0.2005,            0.064879,            0.083792,            0.032144,              0.0317,           0.0008425,           0.0008425,           0.0008425
                 187,            0.048967,            0.047005,             0.01183,             0.40872,             0.20911,             0.21409,            0.080315,            0.083519,            0.031918,            0.031238,            0.000793,            0.000793,            0.000793
                 188,            0.048344,            0.049481,            0.011696,             0.44759,             0.20552,              0.2081,             0.07652,             0.08414,            0.032125,             0.03176,           0.0007435,           0.0007435,           0.0007435
                 189,            0.048081,            0.046941,            0.011609,             0.33861,             0.20056,             0.18421,            0.075538,            0.084706,             0.03235,            0.031567,            0.000694,            0.000694,            0.000694
                 190,            0.047308,            0.049093,            0.011075,             0.45704,             0.20056,             0.19792,            0.069065,            0.084147,            0.032576,             0.03143,           0.0006445,           0.0006445,           0.0006445
                 191,            0.048562,            0.047302,            0.011726,             0.44343,             0.18036,             0.18761,            0.056304,             0.08366,            0.032756,            0.031718,            0.000595,            0.000595,            0.000595
                 192,            0.047991,            0.047889,            0.011688,              0.3358,             0.20814,             0.18355,            0.054772,            0.084145,            0.032905,            0.031764,           0.0005455,           0.0005455,           0.0005455
                 193,            0.046884,            0.048131,            0.011164,             0.31066,             0.21223,             0.18089,            0.065384,            0.084951,            0.032582,            0.031375,            0.000496,            0.000496,            0.000496
                 194,            0.047297,            0.049071,            0.010742,             0.36834,             0.15637,             0.18301,            0.069945,            0.085037,             0.03215,            0.031641,           0.0004465,           0.0004465,           0.0004465
                 195,             0.04717,            0.048383,            0.011457,              0.3899,             0.15637,             0.17686,            0.065819,             0.08467,            0.032086,            0.032034,            0.000397,            0.000397,            0.000397
                 196,            0.046874,            0.048448,            0.010816,             0.36669,             0.22679,             0.19933,            0.069192,            0.084128,            0.032331,            0.032639,           0.0003475,           0.0003475,           0.0003475
                 197,            0.046911,            0.051063,            0.010872,             0.37181,             0.20435,             0.19467,              0.0673,            0.084049,            0.032808,            0.032666,            0.000298,            0.000298,            0.000298
                 198,            0.045241,            0.048663,            0.010443,             0.33178,             0.21824,             0.18835,            0.065333,            0.084213,            0.032866,            0.032492,           0.0002485,           0.0002485,           0.0002485
                 199,            0.046881,            0.046587,            0.011067,             0.33232,             0.21485,             0.17913,            0.063268,              0.0842,            0.033117,            0.032245,            0.000199,            0.000199,            0.000199
